krog,varianta,faza,vzorec,komponenta,cpu_raw,mem_raw
2,A-izhodisce,mirovanje,4,prometheus,0.07,53.32MiB
2,A-izhodisce,mirovanje,4,node-exporter,0.00,9.145MiB
2,A-izhodisce,mirovanje,4,cadvisor,3.15,45.37MiB
2,A-izhodisce,mirovanje,4,grafana,0.12,53.29MiB
2,A-izhodisce,mirovanje,4,elasticsearch,1.28,1.976GiB
2,A-izhodisce,mirovanje,4,kibana,3.94,657.6MiB
2,A-izhodisce,mirovanje,4,logstash,5.91,671MiB
2,A-izhodisce,mirovanje,4,alertmanager,0.20,21.73MiB
2,A-izhodisce,mirovanje,5,prometheus,0.00,53.32MiB
2,A-izhodisce,mirovanje,5,node-exporter,0.00,9.145MiB
2,A-izhodisce,mirovanje,5,cadvisor,0.47,45.37MiB
2,A-izhodisce,mirovanje,5,grafana,0.15,53.29MiB
2,A-izhodisce,mirovanje,5,elasticsearch,1.53,1.976GiB
2,A-izhodisce,mirovanje,5,kibana,4.07,657.6MiB
2,A-izhodisce,mirovanje,5,logstash,3.94,671.3MiB
2,A-izhodisce,mirovanje,5,alertmanager,0.17,21.73MiB
2,A-izhodisce,mirovanje,6,prometheus,0.78,54.66MiB
2,A-izhodisce,mirovanje,6,node-exporter,1.29,8.844MiB
2,A-izhodisce,mirovanje,6,cadvisor,1.44,45.37MiB
2,A-izhodisce,mirovanje,6,grafana,0.13,53.29MiB
2,A-izhodisce,mirovanje,6,elasticsearch,1.06,1.976GiB
2,A-izhodisce,mirovanje,6,kibana,4.31,657.6MiB
2,A-izhodisce,mirovanje,6,logstash,6.40,671.7MiB
2,A-izhodisce,mirovanje,6,alertmanager,0.74,21.75MiB
2,A-izhodisce,mirovanje,7,prometheus,0.11,54.65MiB
2,A-izhodisce,mirovanje,7,node-exporter,0.00,8.844MiB
2,A-izhodisce,mirovanje,7,cadvisor,0.79,45.37MiB
2,A-izhodisce,mirovanje,7,grafana,0.07,53.29MiB
2,A-izhodisce,mirovanje,7,elasticsearch,1.67,1.976GiB
2,A-izhodisce,mirovanje,7,kibana,3.26,657.6MiB
2,A-izhodisce,mirovanje,7,logstash,6.24,671.8MiB
2,A-izhodisce,mirovanje,7,alertmanager,0.17,21.75MiB
2,A-izhodisce,mirovanje,8,prometheus,0.00,54.65MiB
2,A-izhodisce,mirovanje,8,node-exporter,0.00,8.844MiB
2,A-izhodisce,mirovanje,8,cadvisor,1.57,43.97MiB
2,A-izhodisce,mirovanje,8,grafana,0.24,53.29MiB
2,A-izhodisce,mirovanje,8,elasticsearch,1.59,1.976GiB
2,A-izhodisce,mirovanje,8,kibana,4.28,657.6MiB
2,A-izhodisce,mirovanje,8,logstash,5.83,672.2MiB
2,A-izhodisce,mirovanje,8,alertmanager,0.15,21.75MiB
2,A-izhodisce,mirovanje,9,prometheus,0.05,54.65MiB
2,A-izhodisce,mirovanje,9,node-exporter,1.29,8.848MiB
2,A-izhodisce,mirovanje,9,cadvisor,2.19,44.67MiB
2,A-izhodisce,mirovanje,9,grafana,0.08,53.29MiB
2,A-izhodisce,mirovanje,9,elasticsearch,1.54,1.976GiB
2,A-izhodisce,mirovanje,9,kibana,8.66,657.6MiB
2,A-izhodisce,mirovanje,9,logstash,8.37,672.3MiB
2,A-izhodisce,mirovanje,9,alertmanager,0.66,21.85MiB
2,A-izhodisce,mirovanje,10,prometheus,0.00,54.65MiB
2,A-izhodisce,mirovanje,10,node-exporter,0.00,8.848MiB
2,A-izhodisce,mirovanje,10,cadvisor,1.93,44.55MiB
2,A-izhodisce,mirovanje,10,grafana,0.27,53.29MiB
2,A-izhodisce,mirovanje,10,elasticsearch,0.83,1.977GiB
2,A-izhodisce,mirovanje,10,kibana,3.64,657.7MiB
2,A-izhodisce,mirovanje,10,logstash,8.99,672.4MiB
2,A-izhodisce,mirovanje,10,alertmanager,0.49,21.86MiB
2,A-izhodisce,obremenitev,1,prometheus,0.00,54.61MiB
2,A-izhodisce,obremenitev,1,node-exporter,0.00,8.984MiB
2,A-izhodisce,obremenitev,1,cadvisor,5.10,44.43MiB
2,A-izhodisce,obremenitev,1,grafana,0.21,53.3MiB
2,A-izhodisce,obremenitev,1,elasticsearch,30.53,1.977GiB
2,A-izhodisce,obremenitev,1,kibana,24.38,657.7MiB
2,A-izhodisce,obremenitev,1,logstash,54.08,749.2MiB
2,A-izhodisce,obremenitev,1,alertmanager,0.26,20.48MiB
2,A-izhodisce,obremenitev,2,prometheus,0.00,54.61MiB
2,A-izhodisce,obremenitev,2,node-exporter,0.00,9.172MiB
2,A-izhodisce,obremenitev,2,cadvisor,3.10,44.44MiB
2,A-izhodisce,obremenitev,2,grafana,0.16,53.3MiB
2,A-izhodisce,obremenitev,2,elasticsearch,8.50,1.977GiB
2,A-izhodisce,obremenitev,2,kibana,12.42,657.7MiB
2,A-izhodisce,obremenitev,2,logstash,23.98,773.1MiB
2,A-izhodisce,obremenitev,2,alertmanager,1.20,21.12MiB
2,A-izhodisce,obremenitev,3,prometheus,3.90,54.61MiB
2,A-izhodisce,obremenitev,3,node-exporter,0.00,9.172MiB
2,A-izhodisce,obremenitev,3,cadvisor,2.03,44.44MiB
2,A-izhodisce,obremenitev,3,grafana,0.13,53.3MiB
2,A-izhodisce,obremenitev,3,elasticsearch,6.45,1.977GiB
2,A-izhodisce,obremenitev,3,kibana,10.07,657.7MiB
2,A-izhodisce,obremenitev,3,logstash,22.08,793.1MiB
2,A-izhodisce,obremenitev,3,alertmanager,0.39,21.12MiB
2,A-izhodisce,obremenitev,4,prometheus,0.00,54.61MiB
2,A-izhodisce,obremenitev,4,node-exporter,0.00,9.172MiB
2,A-izhodisce,obremenitev,4,cadvisor,2.27,44.43MiB
2,A-izhodisce,obremenitev,4,grafana,0.20,53.3MiB
2,A-izhodisce,obremenitev,4,elasticsearch,6.84,1.977GiB
2,A-izhodisce,obremenitev,4,kibana,8.18,657.7MiB
2,A-izhodisce,obremenitev,4,logstash,31.35,793.8MiB
2,A-izhodisce,obremenitev,4,alertmanager,0.20,21.12MiB
2,A-izhodisce,obremenitev,5,prometheus,0.12,54.61MiB
2,A-izhodisce,obremenitev,5,node-exporter,0.00,8.891MiB
2,A-izhodisce,obremenitev,5,cadvisor,2.82,45.07MiB
2,A-izhodisce,obremenitev,5,grafana,0.04,53.3MiB
2,A-izhodisce,obremenitev,5,elasticsearch,6.30,1.977GiB
2,A-izhodisce,obremenitev,5,kibana,10.13,657.7MiB
2,A-izhodisce,obremenitev,5,logstash,15.20,794.4MiB
2,A-izhodisce,obremenitev,5,alertmanager,1.34,21.12MiB
2,A-izhodisce,obremenitev,6,prometheus,0.47,54.61MiB
2,A-izhodisce,obremenitev,6,node-exporter,0.00,8.891MiB
2,A-izhodisce,obremenitev,6,cadvisor,3.01,45.07MiB
2,A-izhodisce,obremenitev,6,grafana,1.57,53.3MiB
2,A-izhodisce,obremenitev,6,elasticsearch,7.57,1.977GiB
2,A-izhodisce,obremenitev,6,kibana,11.32,657.7MiB
2,A-izhodisce,obremenitev,6,logstash,17.69,794.4MiB
2,A-izhodisce,obremenitev,6,alertmanager,0.34,21.12MiB
2,A-izhodisce,obremenitev,7,prometheus,1.54,54.61MiB
2,A-izhodisce,obremenitev,7,node-exporter,0.00,8.891MiB
2,A-izhodisce,obremenitev,7,cadvisor,13.96,46.86MiB
2,A-izhodisce,obremenitev,7,grafana,0.10,53.3MiB
2,A-izhodisce,obremenitev,7,elasticsearch,7.75,1.977GiB
2,A-izhodisce,obremenitev,7,kibana,12.35,657.7MiB
2,A-izhodisce,obremenitev,7,logstash,33.28,794.4MiB
2,A-izhodisce,obremenitev,7,alertmanager,0.47,21.12MiB
2,A-izhodisce,obremenitev,8,prometheus,0.24,54.61MiB
2,A-izhodisce,obremenitev,8,node-exporter,0.00,8.895MiB
2,A-izhodisce,obremenitev,8,cadvisor,6.27,47.39MiB
2,A-izhodisce,obremenitev,8,grafana,0.17,53.3MiB
2,A-izhodisce,obremenitev,8,elasticsearch,11.77,1.977GiB
2,A-izhodisce,obremenitev,8,kibana,15.23,657.7MiB
2,A-izhodisce,obremenitev,8,logstash,62.25,794.6MiB
2,A-izhodisce,obremenitev,8,alertmanager,0.90,21.12MiB
2,A-izhodisce,obremenitev,9,prometheus,0.00,54.61MiB
2,A-izhodisce,obremenitev,9,node-exporter,0.00,8.895MiB
2,A-izhodisce,obremenitev,9,cadvisor,4.19,47.39MiB
2,A-izhodisce,obremenitev,9,grafana,0.08,53.3MiB
2,A-izhodisce,obremenitev,9,elasticsearch,8.58,1.977GiB
2,A-izhodisce,obremenitev,9,kibana,11.75,657.7MiB
2,A-izhodisce,obremenitev,9,logstash,26.54,794.7MiB
2,A-izhodisce,obremenitev,9,alertmanager,2.26,20.97MiB
2,A-izhodisce,obremenitev,10,prometheus,2.20,54.62MiB
2,A-izhodisce,obremenitev,10,node-exporter,0.00,8.895MiB
2,A-izhodisce,obremenitev,10,cadvisor,3.31,47.44MiB
2,A-izhodisce,obremenitev,10,grafana,0.07,53.3MiB
2,A-izhodisce,obremenitev,10,elasticsearch,17.27,1.971GiB
2,A-izhodisce,obremenitev,10,kibana,14.68,657.7MiB
2,A-izhodisce,obremenitev,10,logstash,38.29,794.8MiB
2,A-izhodisce,obremenitev,10,alertmanager,0.33,20.97MiB
2,B-brez-stdout,mirovanje,1,prometheus,0.00,53.89MiB
2,B-brez-stdout,mirovanje,1,node-exporter,0.00,9.191MiB
2,B-brez-stdout,mirovanje,1,cadvisor,2.29,46.18MiB
2,B-brez-stdout,mirovanje,1,grafana,0.14,53.05MiB
2,B-brez-stdout,mirovanje,1,elasticsearch,2.02,1.972GiB
2,B-brez-stdout,mirovanje,1,kibana,10.28,657.9MiB
2,B-brez-stdout,mirovanje,1,logstash,17.00,684.8MiB
2,B-brez-stdout,mirovanje,1,alertmanager,0.40,21.33MiB
2,B-brez-stdout,mirovanje,2,prometheus,0.00,53.89MiB
2,B-brez-stdout,mirovanje,2,node-exporter,0.00,9.191MiB
2,B-brez-stdout,mirovanje,2,cadvisor,4.35,45.53MiB
2,B-brez-stdout,mirovanje,2,grafana,0.05,53.05MiB
2,B-brez-stdout,mirovanje,2,elasticsearch,2.73,1.972GiB
2,B-brez-stdout,mirovanje,2,kibana,11.11,657.9MiB
2,B-brez-stdout,mirovanje,2,logstash,10.14,685MiB
2,B-brez-stdout,mirovanje,2,alertmanager,0.19,21.33MiB
2,B-brez-stdout,mirovanje,3,prometheus,2.09,54.53MiB
2,B-brez-stdout,mirovanje,3,node-exporter,0.00,9.191MiB
2,B-brez-stdout,mirovanje,3,cadvisor,3.31,46.16MiB
2,B-brez-stdout,mirovanje,3,grafana,0.19,53.05MiB
2,B-brez-stdout,mirovanje,3,elasticsearch,6.03,1.972GiB
2,B-brez-stdout,mirovanje,3,kibana,12.05,657.9MiB
2,B-brez-stdout,mirovanje,3,logstash,9.01,685.3MiB
2,B-brez-stdout,mirovanje,3,alertmanager,0.60,21.33MiB
2,B-brez-stdout,mirovanje,4,prometheus,0.08,54.53MiB
2,B-brez-stdout,mirovanje,4,node-exporter,0.00,9.199MiB
2,B-brez-stdout,mirovanje,4,cadvisor,3.90,46.05MiB
2,B-brez-stdout,mirovanje,4,grafana,0.31,53.05MiB
2,B-brez-stdout,mirovanje,4,elasticsearch,3.46,1.972GiB
2,B-brez-stdout,mirovanje,4,kibana,8.86,657.9MiB
2,B-brez-stdout,mirovanje,4,logstash,2.55,686MiB
2,B-brez-stdout,mirovanje,4,alertmanager,0.79,21.34MiB
2,B-brez-stdout,mirovanje,5,prometheus,0.06,54.52MiB
2,B-brez-stdout,mirovanje,5,node-exporter,0.00,9.199MiB
2,B-brez-stdout,mirovanje,5,cadvisor,3.69,46.05MiB
2,B-brez-stdout,mirovanje,5,grafana,0.30,53.05MiB
2,B-brez-stdout,mirovanje,5,elasticsearch,2.02,1.972GiB
2,B-brez-stdout,mirovanje,5,kibana,8.24,657.9MiB
2,B-brez-stdout,mirovanje,5,logstash,2.30,687.8MiB
2,B-brez-stdout,mirovanje,5,alertmanager,0.56,19.59MiB
2,B-brez-stdout,mirovanje,6,prometheus,0.64,54.52MiB
2,B-brez-stdout,mirovanje,6,node-exporter,3.34,8.887MiB
2,B-brez-stdout,mirovanje,6,cadvisor,2.13,46.05MiB
2,B-brez-stdout,mirovanje,6,grafana,0.06,53.05MiB
2,B-brez-stdout,mirovanje,6,elasticsearch,1.86,1.972GiB
2,B-brez-stdout,mirovanje,6,kibana,8.48,657.9MiB
2,B-brez-stdout,mirovanje,6,logstash,2.29,688.8MiB
2,B-brez-stdout,mirovanje,6,alertmanager,0.19,19.59MiB
2,B-brez-stdout,mirovanje,7,prometheus,0.02,54.52MiB
2,B-brez-stdout,mirovanje,7,node-exporter,0.00,8.887MiB
2,B-brez-stdout,mirovanje,7,cadvisor,1.96,46.04MiB
2,B-brez-stdout,mirovanje,7,grafana,0.42,53.05MiB
2,B-brez-stdout,mirovanje,7,elasticsearch,2.04,1.972GiB
2,B-brez-stdout,mirovanje,7,kibana,5.63,657.9MiB
2,B-brez-stdout,mirovanje,7,logstash,1.53,689.9MiB
2,B-brez-stdout,mirovanje,7,alertmanager,0.25,19.59MiB
2,B-brez-stdout,mirovanje,8,prometheus,0.03,54.52MiB
2,B-brez-stdout,mirovanje,8,node-exporter,0.00,8.887MiB
2,B-brez-stdout,mirovanje,8,cadvisor,1.36,46.04MiB
2,B-brez-stdout,mirovanje,8,grafana,0.18,53.05MiB
2,B-brez-stdout,mirovanje,8,elasticsearch,1.15,1.972GiB
2,B-brez-stdout,mirovanje,8,kibana,4.39,657.9MiB
2,B-brez-stdout,mirovanje,8,logstash,1.39,691.5MiB
2,B-brez-stdout,mirovanje,8,alertmanager,0.22,19.59MiB
2,B-brez-stdout,mirovanje,9,prometheus,0.59,54.53MiB
2,B-brez-stdout,mirovanje,9,node-exporter,1.74,8.887MiB
2,B-brez-stdout,mirovanje,9,cadvisor,1.62,46.16MiB
2,B-brez-stdout,mirovanje,9,grafana,0.40,53.05MiB
2,B-brez-stdout,mirovanje,9,elasticsearch,1.14,1.972GiB
2,B-brez-stdout,mirovanje,9,kibana,4.81,657.9MiB
2,B-brez-stdout,mirovanje,9,logstash,1.75,692.3MiB
2,B-brez-stdout,mirovanje,9,alertmanager,0.13,19.59MiB
2,B-brez-stdout,mirovanje,10,prometheus,0.00,54.53MiB
2,B-brez-stdout,mirovanje,10,node-exporter,0.00,8.887MiB
2,B-brez-stdout,mirovanje,10,cadvisor,2.09,46.17MiB
2,B-brez-stdout,mirovanje,10,grafana,0.29,53.05MiB
2,B-brez-stdout,mirovanje,10,elasticsearch,2.29,1.972GiB
2,B-brez-stdout,mirovanje,10,kibana,6.06,657.9MiB
2,B-brez-stdout,mirovanje,10,logstash,1.85,693.3MiB
2,B-brez-stdout,mirovanje,10,alertmanager,0.13,19.59MiB
2,B-brez-stdout,obremenitev,1,prometheus,0.00,55.3MiB
2,B-brez-stdout,obremenitev,1,node-exporter,0.00,8.695MiB
2,B-brez-stdout,obremenitev,1,cadvisor,12.19,46.48MiB
2,B-brez-stdout,obremenitev,1,grafana,0.32,53.05MiB
2,B-brez-stdout,obremenitev,1,elasticsearch,17.57,1.972GiB
2,B-brez-stdout,obremenitev,1,kibana,18.22,658.9MiB
2,B-brez-stdout,obremenitev,1,logstash,45.69,781.5MiB
2,B-brez-stdout,obremenitev,1,alertmanager,0.26,21.23MiB
2,B-brez-stdout,obremenitev,2,prometheus,0.00,55.3MiB
2,B-brez-stdout,obremenitev,2,node-exporter,0.00,8.629MiB
2,B-brez-stdout,obremenitev,2,cadvisor,2.98,46.71MiB
2,B-brez-stdout,obremenitev,2,grafana,0.04,53.05MiB
2,B-brez-stdout,obremenitev,2,elasticsearch,8.50,1.972GiB
2,B-brez-stdout,obremenitev,2,kibana,10.04,658.9MiB
2,B-brez-stdout,obremenitev,2,logstash,55.76,781.8MiB
2,B-brez-stdout,obremenitev,2,alertmanager,0.82,21.23MiB
2,B-brez-stdout,obremenitev,3,prometheus,0.00,55.3MiB
2,B-brez-stdout,obremenitev,3,node-exporter,0.00,8.629MiB
2,B-brez-stdout,obremenitev,3,cadvisor,5.36,46.96MiB
2,B-brez-stdout,obremenitev,3,grafana,1.63,53.05MiB
2,B-brez-stdout,obremenitev,3,elasticsearch,8.98,1.972GiB
2,B-brez-stdout,obremenitev,3,kibana,15.04,658.9MiB
2,B-brez-stdout,obremenitev,3,logstash,29.67,781.8MiB
2,B-brez-stdout,obremenitev,3,alertmanager,0.21,21.23MiB
2,B-brez-stdout,obremenitev,4,prometheus,0.04,55.3MiB
2,B-brez-stdout,obremenitev,4,node-exporter,0.00,8.629MiB
2,B-brez-stdout,obremenitev,4,cadvisor,3.18,46.71MiB
2,B-brez-stdout,obremenitev,4,grafana,0.06,53.05MiB
2,B-brez-stdout,obremenitev,4,elasticsearch,6.83,1.972GiB
2,B-brez-stdout,obremenitev,4,kibana,8.19,658.9MiB
2,B-brez-stdout,obremenitev,4,logstash,15.14,782MiB
2,B-brez-stdout,obremenitev,4,alertmanager,0.33,21.23MiB
2,B-brez-stdout,obremenitev,5,prometheus,0.00,55.37MiB
2,B-brez-stdout,obremenitev,5,node-exporter,0.00,8.844MiB
2,B-brez-stdout,obremenitev,5,cadvisor,1.61,46.87MiB
2,B-brez-stdout,obremenitev,5,grafana,0.07,53.05MiB
2,B-brez-stdout,obremenitev,5,elasticsearch,6.63,1.972GiB
2,B-brez-stdout,obremenitev,5,kibana,8.96,658.9MiB
2,B-brez-stdout,obremenitev,5,logstash,23.03,782.8MiB
2,B-brez-stdout,obremenitev,5,alertmanager,0.43,21.23MiB
2,B-brez-stdout,obremenitev,6,prometheus,0.15,55.37MiB
2,B-brez-stdout,obremenitev,6,node-exporter,0.00,8.844MiB
2,B-brez-stdout,obremenitev,6,cadvisor,3.59,46.75MiB
2,B-brez-stdout,obremenitev,6,grafana,0.13,53.05MiB
2,B-brez-stdout,obremenitev,6,elasticsearch,6.73,1.972GiB
2,B-brez-stdout,obremenitev,6,kibana,7.66,658.9MiB
2,B-brez-stdout,obremenitev,6,logstash,15.86,784.1MiB
2,B-brez-stdout,obremenitev,6,alertmanager,0.27,21.23MiB
2,B-brez-stdout,obremenitev,7,prometheus,0.00,55.37MiB
2,B-brez-stdout,obremenitev,7,node-exporter,0.00,8.844MiB
2,B-brez-stdout,obremenitev,7,cadvisor,8.05,46.75MiB
2,B-brez-stdout,obremenitev,7,grafana,0.04,53.05MiB
2,B-brez-stdout,obremenitev,7,elasticsearch,9.77,1.972GiB
2,B-brez-stdout,obremenitev,7,kibana,8.69,658.9MiB
2,B-brez-stdout,obremenitev,7,logstash,16.08,799.6MiB
2,B-brez-stdout,obremenitev,7,alertmanager,0.22,21.23MiB
2,B-brez-stdout,obremenitev,8,prometheus,0.23,56MiB
2,B-brez-stdout,obremenitev,8,node-exporter,0.00,8.84MiB
2,B-brez-stdout,obremenitev,8,cadvisor,1.96,46.77MiB
2,B-brez-stdout,obremenitev,8,grafana,0.17,53.05MiB
2,B-brez-stdout,obremenitev,8,elasticsearch,7.55,1.972GiB
2,B-brez-stdout,obremenitev,8,kibana,9.48,658.9MiB
2,B-brez-stdout,obremenitev,8,logstash,21.61,799.7MiB
2,B-brez-stdout,obremenitev,8,alertmanager,0.78,21.23MiB
2,B-brez-stdout,obremenitev,9,prometheus,0.11,56MiB
2,B-brez-stdout,obremenitev,9,node-exporter,0.00,8.84MiB
2,B-brez-stdout,obremenitev,9,cadvisor,3.32,46.77MiB
2,B-brez-stdout,obremenitev,9,grafana,0.18,53.05MiB
2,B-brez-stdout,obremenitev,9,elasticsearch,59.74,1.972GiB
2,B-brez-stdout,obremenitev,9,kibana,9.58,658.9MiB
2,B-brez-stdout,obremenitev,9,logstash,12.71,799.7MiB
2,B-brez-stdout,obremenitev,9,alertmanager,0.23,21.23MiB
2,B-brez-stdout,obremenitev,10,prometheus,1.51,56MiB
2,B-brez-stdout,obremenitev,10,node-exporter,0.00,8.84MiB
2,B-brez-stdout,obremenitev,10,cadvisor,13.46,46.76MiB
2,B-brez-stdout,obremenitev,10,grafana,0.22,53.05MiB
2,B-brez-stdout,obremenitev,10,elasticsearch,10.47,1.972GiB
2,B-brez-stdout,obremenitev,10,kibana,12.42,658.9MiB
2,B-brez-stdout,obremenitev,10,logstash,31.03,799.7MiB
2,B-brez-stdout,obremenitev,10,alertmanager,0.31,21.23MiB
2,C-samo-filter,mirovanje,1,prometheus,0.02,54.21MiB
2,C-samo-filter,mirovanje,1,node-exporter,0.00,9.23MiB
2,C-samo-filter,mirovanje,1,cadvisor,1.53,43.91MiB
2,C-samo-filter,mirovanje,1,grafana,0.10,53.32MiB
2,C-samo-filter,mirovanje,1,elasticsearch,1.60,1.973GiB
2,C-samo-filter,mirovanje,1,kibana,5.81,660MiB
2,C-samo-filter,mirovanje,1,logstash,2.45,697.5MiB
2,C-samo-filter,mirovanje,1,alertmanager,0.16,20.94MiB
2,C-samo-filter,mirovanje,2,prometheus,0.33,54.23MiB
2,C-samo-filter,mirovanje,2,node-exporter,1.26,8.965MiB
2,C-samo-filter,mirovanje,2,cadvisor,1.66,44.69MiB
2,C-samo-filter,mirovanje,2,grafana,0.21,53.32MiB
2,C-samo-filter,mirovanje,2,elasticsearch,2.68,1.973GiB
2,C-samo-filter,mirovanje,2,kibana,4.20,660MiB
2,C-samo-filter,mirovanje,2,logstash,1.23,698.8MiB
2,C-samo-filter,mirovanje,2,alertmanager,0.18,20.94MiB
2,C-samo-filter,mirovanje,3,prometheus,0.01,54.21MiB
2,C-samo-filter,mirovanje,3,node-exporter,0.00,8.742MiB
2,C-samo-filter,mirovanje,3,cadvisor,3.80,44.69MiB
2,C-samo-filter,mirovanje,3,grafana,0.07,53.32MiB
2,C-samo-filter,mirovanje,3,elasticsearch,1.38,1.973GiB
2,C-samo-filter,mirovanje,3,kibana,3.01,660MiB
2,C-samo-filter,mirovanje,3,logstash,1.22,699.8MiB
2,C-samo-filter,mirovanje,3,alertmanager,0.34,20.94MiB
2,C-samo-filter,mirovanje,4,prometheus,0.07,54.21MiB
2,C-samo-filter,mirovanje,4,node-exporter,0.00,8.742MiB
2,C-samo-filter,mirovanje,4,cadvisor,1.48,44.68MiB
2,C-samo-filter,mirovanje,4,grafana,0.17,53.32MiB
2,C-samo-filter,mirovanje,4,elasticsearch,2.13,1.973GiB
2,C-samo-filter,mirovanje,4,kibana,3.92,660MiB
2,C-samo-filter,mirovanje,4,logstash,1.66,701.6MiB
2,C-samo-filter,mirovanje,4,alertmanager,0.14,20.94MiB
2,C-samo-filter,mirovanje,5,prometheus,0.33,54.22MiB
2,C-samo-filter,mirovanje,5,node-exporter,1.41,8.746MiB
2,C-samo-filter,mirovanje,5,cadvisor,1.65,44.75MiB
2,C-samo-filter,mirovanje,5,grafana,0.21,53.32MiB
2,C-samo-filter,mirovanje,5,elasticsearch,0.78,1.973GiB
2,C-samo-filter,mirovanje,5,kibana,2.65,660MiB
2,C-samo-filter,mirovanje,5,logstash,1.15,702.6MiB
2,C-samo-filter,mirovanje,5,alertmanager,0.08,20.94MiB
2,C-samo-filter,mirovanje,6,prometheus,0.08,54.22MiB
2,C-samo-filter,mirovanje,6,node-exporter,0.00,8.746MiB
2,C-samo-filter,mirovanje,6,cadvisor,1.50,44.75MiB
2,C-samo-filter,mirovanje,6,grafana,1.74,53.32MiB
2,C-samo-filter,mirovanje,6,elasticsearch,2.05,1.973GiB
2,C-samo-filter,mirovanje,6,kibana,3.60,660MiB
2,C-samo-filter,mirovanje,6,logstash,1.82,703.7MiB
2,C-samo-filter,mirovanje,6,alertmanager,0.22,20.94MiB
2,C-samo-filter,mirovanje,7,prometheus,0.01,54.22MiB
2,C-samo-filter,mirovanje,7,node-exporter,0.00,8.746MiB
2,C-samo-filter,mirovanje,7,cadvisor,1.00,44.75MiB
2,C-samo-filter,mirovanje,7,grafana,0.19,53.32MiB
2,C-samo-filter,mirovanje,7,elasticsearch,0.93,1.973GiB
2,C-samo-filter,mirovanje,7,kibana,3.86,660MiB
2,C-samo-filter,mirovanje,7,logstash,2.23,707.9MiB
2,C-samo-filter,mirovanje,7,alertmanager,0.12,20.94MiB
2,C-samo-filter,mirovanje,8,prometheus,0.57,54.22MiB
2,C-samo-filter,mirovanje,8,node-exporter,1.23,8.746MiB
2,C-samo-filter,mirovanje,8,cadvisor,1.55,45.32MiB
2,C-samo-filter,mirovanje,8,grafana,0.10,53.32MiB
2,C-samo-filter,mirovanje,8,elasticsearch,0.83,1.973GiB
2,C-samo-filter,mirovanje,8,kibana,2.64,660MiB
2,C-samo-filter,mirovanje,8,logstash,2.86,709.1MiB
2,C-samo-filter,mirovanje,8,alertmanager,0.11,20.94MiB
2,C-samo-filter,mirovanje,9,prometheus,0.00,54.22MiB
2,C-samo-filter,mirovanje,9,node-exporter,0.00,8.746MiB
2,C-samo-filter,mirovanje,9,cadvisor,1.34,45.31MiB
2,C-samo-filter,mirovanje,9,grafana,0.42,53.32MiB
2,C-samo-filter,mirovanje,9,elasticsearch,1.28,1.973GiB
2,C-samo-filter,mirovanje,9,kibana,3.44,660MiB
2,C-samo-filter,mirovanje,9,logstash,4.87,710.2MiB
2,C-samo-filter,mirovanje,9,alertmanager,0.19,20.94MiB
2,C-samo-filter,mirovanje,10,prometheus,0.00,54.22MiB
2,C-samo-filter,mirovanje,10,node-exporter,0.00,8.746MiB
2,C-samo-filter,mirovanje,10,cadvisor,2.37,45.32MiB
2,C-samo-filter,mirovanje,10,grafana,0.24,53.32MiB
2,C-samo-filter,mirovanje,10,elasticsearch,0.92,1.973GiB
2,C-samo-filter,mirovanje,10,kibana,3.25,660MiB
2,C-samo-filter,mirovanje,10,logstash,3.76,713.2MiB
2,C-samo-filter,mirovanje,10,alertmanager,0.11,20.94MiB
2,C-samo-filter,obremenitev,1,prometheus,0.42,55.7MiB
2,C-samo-filter,obremenitev,1,node-exporter,5.42,8.871MiB
2,C-samo-filter,obremenitev,1,cadvisor,4.21,45.6MiB
2,C-samo-filter,obremenitev,1,grafana,0.25,53.33MiB
2,C-samo-filter,obremenitev,1,elasticsearch,8.02,1.973GiB
2,C-samo-filter,obremenitev,1,kibana,12.56,660MiB
2,C-samo-filter,obremenitev,1,logstash,27.14,826.8MiB
2,C-samo-filter,obremenitev,1,alertmanager,1.29,21.58MiB
2,C-samo-filter,obremenitev,2,prometheus,0.00,55.7MiB
2,C-samo-filter,obremenitev,2,node-exporter,0.00,8.871MiB
2,C-samo-filter,obremenitev,2,cadvisor,3.03,45.6MiB
2,C-samo-filter,obremenitev,2,grafana,0.16,53.33MiB
2,C-samo-filter,obremenitev,2,elasticsearch,7.43,1.973GiB
2,C-samo-filter,obremenitev,2,kibana,10.56,660MiB
2,C-samo-filter,obremenitev,2,logstash,31.94,827.5MiB
2,C-samo-filter,obremenitev,2,alertmanager,0.35,21.58MiB
2,C-samo-filter,obremenitev,3,prometheus,0.00,55.7MiB
2,C-samo-filter,obremenitev,3,node-exporter,0.00,8.871MiB
2,C-samo-filter,obremenitev,3,cadvisor,5.89,45.6MiB
2,C-samo-filter,obremenitev,3,grafana,0.11,53.33MiB
2,C-samo-filter,obremenitev,3,elasticsearch,10.18,1.973GiB
2,C-samo-filter,obremenitev,3,kibana,11.88,660MiB
2,C-samo-filter,obremenitev,3,logstash,38.98,830.4MiB
2,C-samo-filter,obremenitev,3,alertmanager,0.38,21.58MiB
2,C-samo-filter,obremenitev,4,prometheus,0.05,55.86MiB
2,C-samo-filter,obremenitev,4,node-exporter,0.00,8.871MiB
2,C-samo-filter,obremenitev,4,cadvisor,2.20,46.37MiB
2,C-samo-filter,obremenitev,4,grafana,0.09,53.33MiB
